student_id,gender,archetype,Algorithm_&_Program_Design_Minor1,Algorithm_&_Program_Design_Minor2,Algorithm_&_Program_Design_EndSem,Database_Management_Systems_Minor1,Database_Management_Systems_Minor2,Database_Management_Systems_EndSem,Programming_with_Java_Minor1,Programming_with_Java_Minor2,Programming_with_Java_EndSem,Digital_Logic_&_Computer_Architecture_Minor1,Digital_Logic_&_Computer_Architecture_Minor2,Digital_Logic_&_Computer_Architecture_EndSem,Software_Engineering_Minor1,Software_Engineering_Minor2,Software_Engineering_EndSem,Theoretical_Computer_Science_Minor1,Theoretical_Computer_Science_Minor2,Theoretical_Computer_Science_EndSem,Advanced_Data_Structures_Minor1,Advanced_Data_Structures_Minor2,Advanced_Data_Structures_EndSem,Data_Communication_&_Networks_Minor1,Data_Communication_&_Networks_Minor2,Data_Communication_&_Networks_EndSem,Operating_Systems_&_Shell_Programming_Minor1,Operating_Systems_&_Shell_Programming_Minor2,Operating_Systems_&_Shell_Programming_EndSem,AI_&_ML_Minor1,AI_&_ML_Minor2,AI_&_ML_EndSem,Software_Testing_&_QA_Minor1,Software_Testing_&_QA_Minor2,Software_Testing_&_QA_EndSem,Analysis_&_Design_of_Algorithms_Minor1,Analysis_&_Design_of_Algorithms_Minor2,Analysis_&_Design_of_Algorithms_EndSem,Data_Mining_&_Warehousing_Minor1,Data_Mining_&_Warehousing_Minor2,Data_Mining_&_Warehousing_EndSem,Information_&_Cybersecurity_Minor1,Information_&_Cybersecurity_Minor2,Information_&_Cybersecurity_EndSem,Cloud_Computing_Minor1,Cloud_Computing_Minor2,Cloud_Computing_EndSem,Algorithm_&_Program_Design_IsWeak,Database_Management_Systems_IsWeak,Programming_with_Java_IsWeak,Digital_Logic_&_Computer_Architecture_IsWeak,Software_Engineering_IsWeak,Theoretical_Computer_Science_IsWeak,Advanced_Data_Structures_IsWeak,Data_Communication_&_Networks_IsWeak,Operating_Systems_&_Shell_Programming_IsWeak,AI_&_ML_IsWeak,Software_Testing_&_QA_IsWeak,Analysis_&_Design_of_Algorithms_IsWeak,Data_Mining_&_Warehousing_IsWeak,Information_&_Cybersecurity_IsWeak,Cloud_Computing_IsWeak
MCA23_1195,Male,average,0,0,0,0,0,0,0,0,0,13,12,49,17,8,45,0,0,0,13,14,39,0,0,0,15,14,51,0,0,0,0,0,0,18,13,36,0,0,0,0,0,0,12,14,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCA23_1196,Male,specializedai,5,19,42,16,18,59,0,0,0,13,13,25,0,0,0,0,0,0,0,0,0,18,20,55,20,15,20,20,14,55,11,12,39,0,0,0,0,0,0,14,11,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1197,Male,average,8,20,49,13,14,39,17,11,60,0,0,0,13,12,30,0,0,0,0,0,0,8,8,32,13,10,38,12,15,40,16,12,49,5,12,44,12,7,28,9,9,40,8,18,32,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0
MCA23_1198,Female,specializedai,8,10,32,18,20,58,16,14,27,0,0,0,0,0,0,15,13,39,19,17,60,17,18,57,10,9,40,0,0,0,0,0,0,0,0,0,0,0,0,18,20,39,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
MCA23_1199,Male,average,0,0,0,12,13,33,12,18,33,10,14,41,11,10,33,20,9,33,14,20,39,0,0,0,13,16,33,9,7,49,14,17,40,0,0,0,11,11,45,0,0,0,17,16,31,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0
MCA23_1200,Male,average,14,18,35,11,12,35,0,0,0,11,19,33,0,0,0,0,0,0,15,11,30,0,0,0,0,0,0,0,0,0,17,11,50,0,0,0,0,0,0,17,15,42,16,12,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MCA23_1201,Male,forced_weak,3,1,11,0,0,0,1,4,0,4,6,27,5,5,19,3,5,37,7,6,19,5,8,28,0,0,0,0,0,0,5,2,19,0,0,0,0,0,0,3,6,13,3,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1202,Male,specializedai,0,0,0,17,17,59,8,15,31,0,0,0,0,0,0,0,0,0,17,17,60,0,0,0,10,11,39,0,0,0,0,0,0,9,12,39,18,14,56,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
MCA23_1203,Male,specializedai,0,0,0,18,19,52,10,12,37,0,0,0,13,13,51,6,20,38,0,0,0,17,19,57,0,0,0,17,17,60,0,0,0,0,0,0,18,14,54,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
MCA23_1204,Female,average,9,14,52,0,0,0,12,19,36,0,0,0,12,13,20,13,16,41,16,15,26,0,0,0,17,20,33,13,10,42,17,16,50,18,20,43,9,11,38,0,0,0,13,10,39,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
MCA23_1205,Female,average,0,0,0,0,0,0,12,20,30,0,0,0,12,6,46,9,14,34,11,11,37,7,20,37,0,0,0,9,17,30,0,0,0,10,15,20,10,8,37,18,5,44,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1
MCA23_1206,Male,highachiever,15,14,51,17,16,57,15,16,60,15,19,55,17,14,50,16,14,52,0,0,0,16,14,54,20,19,51,16,14,53,18,14,60,18,17,56,15,18,52,15,16,47,15,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1207,Female,average,0,0,0,0,0,0,13,11,37,0,0,0,13,11,28,0,0,0,7,14,56,0,0,0,20,10,38,17,20,20,0,0,0,15,20,43,0,0,0,16,19,38,7,14,46,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
MCA23_1208,Female,specializedai,0,0,0,18,17,50,16,19,35,0,0,0,17,11,36,0,0,0,0,0,0,16,14,56,0,0,0,18,15,48,15,17,28,13,18,26,0,0,0,20,10,48,16,15,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MCA23_1209,Male,average,0,0,0,0,0,0,11,16,28,14,11,42,12,13,54,17,11,46,0,0,0,16,10,36,0,0,0,0,0,0,8,19,52,9,8,26,0,0,0,0,0,0,9,13,60,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
MCA23_1210,Male,average,12,20,58,5,17,34,10,15,33,15,19,37,14,12,44,18,15,38,18,12,36,10,7,31,13,14,30,0,0,0,18,11,41,9,18,46,0,0,0,18,12,53,14,10,35,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
MCA23_1211,Female,struggling,0,0,0,6,9,17,8,8,33,2,4,17,6,5,21,0,0,0,9,7,22,9,3,17,5,7,24,0,0,0,7,4,29,8,5,19,0,0,0,2,5,27,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1212,Male,struggling,12,2,26,0,0,0,0,0,0,0,0,0,8,10,24,0,0,0,4,8,4,11,8,13,8,8,26,8,2,30,0,0,0,7,4,12,12,1,21,0,0,0,7,5,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1213,Male,average,0,0,0,0,0,0,11,14,57,11,9,45,8,17,26,19,15,34,15,15,44,12,12,53,11,12,44,14,9,55,7,8,57,12,14,34,11,18,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
MCA23_1214,Male,highachiever,0,0,0,18,18,45,18,14,56,16,14,60,15,19,57,0,0,0,17,14,45,0,0,0,15,18,60,16,15,56,17,14,60,0,0,0,18,14,54,18,14,52,15,20,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1215,Female,highachiever,0,0,0,15,15,53,19,14,60,17,18,58,17,16,59,19,14,48,16,15,57,17,15,47,18,17,51,16,17,55,0,0,0,18,20,45,15,19,54,17,17,45,18,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1216,Male,forced_weak,0,0,0,0,0,0,3,4,19,0,0,0,0,0,0,6,5,15,8,3,38,0,0,0,10,1,16,2,1,23,3,4,17,5,0,8,1,5,20,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1217,Male,specializedai,0,0,0,0,0,0,17,13,48,7,13,38,14,7,46,5,20,24,0,0,0,0,0,0,0,0,0,18,16,57,6,17,49,13,14,42,18,19,55,0,0,0,20,15,53,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
MCA23_1218,Male,average,0,0,0,5,8,27,16,13,43,0,0,0,12,13,44,0,0,0,14,11,52,0,0,0,0,0,0,5,14,29,13,13,44,0,0,0,0,0,0,0,0,0,13,18,46,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
MCA23_1219,Female,highachiever,17,15,51,16,18,60,17,16,48,15,14,53,15,15,57,18,15,45,0,0,0,16,15,59,16,15,45,0,0,0,17,14,60,0,0,0,15,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1220,Female,highachiever,0,0,0,0,0,0,19,17,47,16,14,52,18,14,50,0,0,0,17,14,53,0,0,0,16,14,55,0,0,0,0,0,0,16,18,51,16,14,60,16,14,52,16,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1221,Male,average,0,0,0,15,13,47,8,12,33,13,12,29,0,0,0,13,17,45,0,0,0,7,5,23,0,0,0,13,20,43,15,19,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
MCA23_1222,Female,average,0,0,0,13,14,40,13,18,30,10,19,52,14,20,44,20,19,56,8,16,39,7,19,51,0,0,0,5,8,37,0,0,0,0,0,0,5,11,45,13,10,41,17,14,41,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
MCA23_1223,Male,forced_weak,9,2,18,0,0,0,0,0,0,8,3,16,0,0,0,0,0,0,3,9,20,2,2,32,3,8,24,3,3,14,0,0,0,1,8,40,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1224,Female,specializedai,0,0,0,17,15,59,0,0,0,0,0,0,5,8,52,9,15,22,17,14,52,18,18,58,20,12,43,18,19,57,13,20,31,0,0,0,17,18,55,0,0,0,18,14,58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MCA23_1225,Female,forced_weak,0,0,0,5,7,6,3,4,23,2,3,35,0,0,0,0,3,12,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,8,2,40,0,0,0,2,1,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1226,Male,forced_weak,0,0,0,0,0,0,2,4,21,0,0,0,0,0,0,0,0,0,0,0,0,7,2,8,0,0,0,1,10,24,6,5,36,0,0,0,10,4,32,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1227,Female,forced_weak,1,0,14,5,3,19,0,0,0,7,5,24,5,4,20,4,8,7,9,2,21,4,5,23,6,3,30,0,0,0,0,0,0,0,0,0,0,0,0,2,4,24,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1228,Female,forced_weak,0,0,0,0,0,0,8,1,21,4,8,33,0,0,0,0,0,0,0,0,0,4,5,24,0,10,17,4,1,5,7,6,21,5,5,25,0,0,0,0,0,0,1,7,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1229,Female,forced_weak,0,0,0,0,0,0,0,0,0,6,8,15,9,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,2,9,19,5,4,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1230,Male,average,5,8,45,11,13,46,0,0,0,0,0,0,8,11,51,10,10,43,10,15,45,14,18,36,0,0,0,13,12,43,9,19,37,16,11,44,6,5,37,12,13,37,11,16,57,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0
MCA23_1231,Female,struggling,10,3,27,5,6,14,9,6,28,0,0,0,0,0,0,5,2,20,0,0,0,5,4,23,3,0,26,5,12,29,3,3,23,11,4,11,0,0,0,7,0,26,12,8,18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
MCA23_1232,Male,forced_weak,4,2,19,0,0,0,0,0,0,2,3,11,0,0,0,0,0,0,3,5,22,3,6,29,0,5,6,0,0,0,0,0,0,8,6,27,0,6,10,7,2,27,7,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1233,Female,specializedai,9,8,59,0,0,0,11,12,36,0,0,0,5,16,32,19,19,42,0,0,0,0,0,0,11,20,47,0,0,0,0,0,0,0,0,0,0,0,0,10,6,25,17,19,54,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
MCA23_1234,Male,average,0,0,0,12,15,40,20,17,39,0,0,0,0,0,0,0,0,0,11,20,60,11,12,49,0,0,0,0,0,0,19,10,34,11,20,20,16,13,58,14,5,56,12,5,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MCA23_1235,Male,average,0,0,0,0,0,0,0,0,0,11,11,27,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,18,10,47,13,7,31,14,9,30,0,0,0,0,0,0,14,11,50,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0
MCA23_1236,Male,average,8,10,33,19,15,38,14,17,46,0,0,0,5,17,37,0,0,0,20,14,35,12,16,20,0,0,0,12,8,31,10,15,47,0,0,0,18,9,39,9,13,46,14,10,46,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
MCA23_1237,Male,forced_weak,0,0,0,0,0,0,0,0,0,0,0,0,10,6,29,9,9,20,2,8,0,2,10,13,0,0,0,5,7,15,0,0,0,0,0,0,3,1,18,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1238,Female,forced_weak,0,0,0,4,6,5,0,0,0,6,2,10,0,0,0,5,2,2,0,0,0,0,0,0,0,0,0,1,4,20,0,0,0,5,2,28,4,7,18,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1239,Female,specializedai,13,15,47,17,20,51,12,19,22,11,5,36,12,9,39,8,15,43,18,16,52,16,17,49,18,14,24,17,17,60,0,0,0,12,19,44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
MCA23_1240,Male,forced_weak,0,0,0,4,2,24,0,0,0,2,1,10,1,9,15,4,7,9,0,0,0,5,9,29,0,6,32,2,0,29,4,5,20,6,6,19,6,7,22,3,5,23,5,6,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1241,Female,average,19,20,38,7,18,60,0,0,0,0,0,0,9,17,42,15,12,34,6,6,50,0,0,0,10,9,33,0,0,0,16,19,35,0,0,0,15,8,37,0,0,0,12,18,23,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
MCA23_1242,Male,average,7,13,40,0,0,0,0,0,0,0,0,0,11,15,45,20,15,44,8,8,53,0,0,0,0,0,0,13,14,49,9,9,40,13,16,37,9,16,53,14,8,42,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1
MCA23_1243,Male,struggling,7,3,20,4,4,22,0,0,0,0,0,0,7,4,30,10,7,25,6,8,23,7,1,34,12,5,18,6,5,28,0,6,11,2,7,22,8,2,10,8,1,9,6,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1244,Female,average,0,0,0,8,13,46,17,13,45,0,0,0,16,15,39,13,12,40,0,0,0,13,10,46,10,7,37,0,0,0,10,16,43,10,9,44,6,5,52,11,13,42,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
MCA23_1245,Female,specializedai,17,14,50,0,0,0,0,0,0,20,16,25,18,15,37,9,17,26,0,0,0,18,17,55,20,18,26,18,18,54,11,13,24,11,14,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MCA23_1246,Male,forced_weak,0,0,0,5,2,11,0,0,0,10,6,35,9,6,19,0,0,0,5,3,17,0,0,0,4,0,20,0,0,0,0,0,0,0,4,0,0,0,0,5,1,38,4,5,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1247,Female,average,12,13,29,0,0,0,13,12,41,18,10,60,20,16,50,11,14,42,16,13,51,18,13,32,0,0,0,0,0,0,6,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
MCA23_1248,Female,forced_weak,0,0,0,0,0,0,3,2,10,0,0,0,5,5,23,2,7,11,5,3,20,8,5,29,5,10,24,0,0,0,4,3,5,4,0,37,0,0,0,4,7,39,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1249,Female,forced_weak,5,3,36,0,0,0,7,8,14,8,9,25,7,9,20,0,0,0,5,1,31,7,2,5,0,0,0,7,0,17,0,0,0,8,5,26,0,0,0,7,10,27,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1250,Male,specializedai,16,15,38,0,0,0,0,0,0,10,12,35,16,19,20,12,14,25,19,17,59,17,15,53,12,12,49,20,18,48,13,9,35,12,12,29,0,0,0,0,0,0,18,19,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCA23_1251,Male,average,20,20,33,10,10,52,0,0,0,0,0,0,11,9,38,12,15,39,0,0,0,13,15,51,13,10,20,16,10,38,14,14,42,13,10,25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
MCA23_1252,Male,average,14,6,42,18,6,40,5,13,42,0,0,0,13,15,36,13,8,60,14,11,55,0,0,0,20,9,45,0,0,0,0,0,0,13,13,33,0,0,0,13,9,48,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0
MCA23_1253,Female,forced_weak,10,1,8,6,9,12,0,0,0,2,4,16,2,0,20,4,4,9,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,3,5,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1254,Male,specializedai,5,7,42,16,15,58,18,14,28,15,10,37,0,0,0,0,0,0,17,14,51,0,0,0,0,0,0,18,18,60,15,19,40,12,12,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1255,Female,highachiever,15,16,49,17,15,55,15,14,47,15,18,54,15,14,48,20,18,53,19,19,46,17,15,49,0,0,0,0,0,0,17,18,60,0,0,0,15,18,51,15,14,56,16,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1256,Female,forced_weak,1,2,18,2,0,13,6,3,14,4,1,10,0,0,0,3,0,18,9,2,14,6,8,17,8,0,37,0,0,0,3,5,34,4,5,32,0,0,0,2,9,14,5,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1257,Male,specializedai,0,0,0,18,17,58,14,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,18,18,55,18,16,41,0,0,0,17,17,60,18,20,53,16,17,60,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
MCA23_1258,Male,forced_weak,0,10,15,2,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,27,8,6,18,1,3,22,3,3,8,0,0,0,5,5,16,3,4,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1259,Female,average,12,10,31,16,13,20,12,18,53,0,0,0,14,20,30,10,13,31,11,11,52,0,0,0,9,18,44,14,18,35,19,12,50,0,0,0,14,19,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
MCA23_1260,Male,specializedai,0,0,0,16,15,60,0,0,0,0,0,0,18,19,47,16,15,37,0,0,0,0,0,0,14,12,38,0,0,0,13,17,41,0,0,0,0,0,0,0,0,0,19,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1261,Male,struggling,3,0,27,3,4,19,6,0,21,0,0,0,0,0,0,5,7,33,0,0,0,7,12,14,0,0,0,0,0,0,5,4,27,0,0,0,0,0,0,0,0,0,4,11,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1262,Male,highachiever,0,0,0,0,0,0,18,19,58,17,14,60,0,0,0,15,16,50,15,15,55,0,0,0,16,17,49,16,16,49,15,16,45,17,15,52,15,15,48,20,14,60,15,16,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1263,Female,forced_weak,0,0,0,1,0,6,5,9,17,2,2,6,5,8,21,10,7,8,0,0,0,0,0,0,4,3,26,0,0,0,0,0,0,5,0,8,2,4,37,0,0,0,9,4,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1264,Male,highachiever,18,14,52,0,0,0,19,15,48,15,18,48,18,14,57,16,17,52,0,0,0,0,0,0,0,0,0,18,14,59,0,0,0,18,20,45,15,16,50,20,17,52,15,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1265,Male,highachiever,0,0,0,0,0,0,15,14,53,0,0,0,0,0,0,0,0,0,0,0,0,15,17,50,18,17,58,16,14,55,20,19,49,17,14,60,18,16,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1266,Male,specializedai,15,8,40,19,15,53,17,8,41,0,0,0,11,14,50,7,17,35,16,16,56,18,15,55,7,11,26,17,15,60,0,0,0,15,14,24,17,18,57,15,12,31,16,18,60,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
MCA23_1267,Female,specializedai,0,0,0,0,0,0,0,0,0,12,13,43,7,17,27,13,8,60,0,0,0,17,16,52,20,8,36,18,16,60,12,20,25,8,11,57,0,0,0,0,0,0,19,19,55,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
MCA23_1268,Male,specializedai,11,12,34,16,18,49,13,11,42,0,0,0,0,0,0,0,0,0,16,17,54,17,14,60,7,10,51,18,17,52,12,20,50,8,12,20,18,14,57,12,12,37,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
MCA23_1269,Female,average,5,18,36,0,0,0,15,18,53,0,0,0,0,0,0,15,13,53,11,16,50,9,11,58,0,0,0,0,0,0,5,19,56,0,0,0,11,20,55,16,5,42,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0
MCA23_1270,Female,struggling,0,0,0,0,0,0,0,0,0,3,7,23,4,3,24,0,0,0,4,0,31,0,0,0,0,0,0,5,1,19,0,0,0,0,0,0,0,0,0,6,10,26,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1271,Male,struggling,0,0,0,0,0,0,2,4,28,9,4,20,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,7,9,12,0,0,0,6,3,24,9,8,20,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1272,Male,average,0,0,0,5,18,27,0,0,0,0,0,0,0,0,0,7,18,26,13,16,32,15,13,37,7,11,32,15,14,31,6,16,49,0,0,0,0,0,0,0,0,0,5,15,51,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1
MCA23_1273,Female,average,0,0,0,5,10,34,14,12,20,0,0,0,0,0,0,12,20,43,13,13,52,0,0,0,15,17,36,0,0,0,0,0,0,17,18,49,12,17,32,12,11,32,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
MCA23_1274,Male,forced_weak,0,0,0,1,2,24,1,5,13,3,8,8,4,6,22,3,6,9,0,0,0,0,0,0,5,3,14,4,3,21,6,4,0,0,0,0,0,0,0,2,5,13,3,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1275,Female,specializedai,10,16,37,18,16,58,0,0,0,18,5,42,0,0,0,14,15,51,0,0,0,17,17,49,0,0,0,16,14,53,11,5,26,15,13,58,17,20,54,0,0,0,19,14,60,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
MCA23_1276,Male,struggling,9,2,22,1,1,35,6,2,8,0,0,0,0,0,0,7,5,20,0,0,0,0,0,0,11,8,16,0,0,0,0,0,0,8,7,23,1,6,18,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1277,Female,average,10,12,51,0,0,0,14,18,60,10,6,59,0,0,0,0,0,0,0,0,0,17,12,44,0,0,0,8,10,47,7,14,52,0,0,0,15,15,43,0,0,0,20,16,34,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0
MCA23_1278,Male,struggling,0,0,0,5,6,21,12,3,25,0,7,28,0,0,0,10,9,20,0,0,0,2,8,16,0,0,0,0,0,0,8,6,30,8,4,25,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
MCA23_1279,Male,struggling,0,0,0,0,0,0,6,7,15,8,3,25,3,4,28,3,3,22,8,9,16,2,4,27,0,0,0,0,0,0,3,9,20,0,0,0,0,0,0,8,7,22,10,3,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1280,Female,specializedai,10,5,42,0,0,0,11,9,22,0,0,0,0,0,0,16,14,41,19,20,54,16,14,52,0,0,0,17,17,49,0,0,0,19,11,46,0,0,0,0,0,0,19,18,56,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
MCA23_1281,Male,forced_weak,5,6,20,0,0,0,7,8,10,0,0,0,5,7,23,0,0,0,3,3,9,9,1,14,6,1,26,0,0,0,0,0,0,0,0,0,5,7,8,1,9,14,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1282,Male,specializedai,12,13,35,19,17,54,7,20,28,14,20,36,12,17,28,0,0,0,18,19,52,17,20,54,0,0,0,17,17,54,14,13,52,15,14,36,18,17,54,10,16,35,17,18,60,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
MCA23_1283,Female,specializedai,0,0,0,16,14,50,8,20,43,7,19,29,10,13,46,13,12,48,18,14,58,0,0,0,13,16,37,16,14,55,0,0,0,13,16,42,18,16,50,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MCA23_1284,Male,struggling,7,8,33,5,5,15,10,8,14,2,5,26,8,5,24,7,4,22,4,9,18,0,0,0,0,0,0,3,6,28,0,0,0,0,0,0,0,0,0,9,3,34,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MCA23_1285,Female,average,14,13,28,0,0,0,9,10,49,0,0,0,19,20,20,19,10,42,0,0,0,16,15,28,13,10,47,0,0,0,5,8,25,0,0,0,10,7,52,0,0,0,14,11,39,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
MCA23_1286,Female,average,0,0,0,12,6,34,0,0,0,0,0,0,5,7,36,0,0,0,7,8,33,17,17,39,10,13,43,0,0,0,0,0,0,14,6,40,0,0,0,0,0,0,14,6,45,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1
MCA23_1287,Female,highachiever,0,0,0,16,19,53,0,0,0,16,15,60,0,0,0,17,17,51,18,17,52,16,14,59,0,0,0,0,0,0,0,0,0,20,14,56,0,0,0,17,20,59,15,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCA23_1288,Female,average,18,10,51,15,5,22,16,20,50,0,0,0,16,16,21,13,15,46,12,20,43,0,0,0,6,8,53,0,0,0,16,18,45,11,19,31,14,20,48,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
MCA23_1289,Male,specializedai,0,0,0,0,0,0,14,20,52,13,9,43,12,18,33,7,6,52,19,20,60,19,18,54,10,14,50,17,14,58,0,0,0,16,11,27,0,0,0,0,0,0,18,15,60,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
